NU_SEQUENCIAL;NU_ANO;CO_ESCOLA;CO_MUNICIPIO_ESC;NO_MUNICIPIO_ESC;CO_UF_ESC;SG_UF_ESC;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;TP_SIT_FUNC_ESC;CO_MUNICIPIO_PROVA;NO_MUNICIPIO_PROVA;CO_UF_PROVA;SG_UF_PROVA;TP_PRESENCA_CN;TP_PRESENCA_CH;TP_PRESENCA_LC;TP_PRESENCA_MT;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TP_LINGUA;TP_STATUS_REDACAO;NU_NOTA_COMP1;NU_NOTA_COMP2;NU_NOTA_COMP3;NU_NOTA_COMP4;NU_NOTA_COMP5;NU_NOTA_REDACAO
1678519;2024;NA;NA;;NA;;NA;NA;NA;2403251;Parnamirim;24;RN;0;0;0;0;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
1525022;2024;NA;NA;;NA;;NA;NA;NA;3548708;São Bernardo do Campo;35;SP;1;1;1;1;593.9;559.7;593.9;475.8;0;1;120;120;120;120;100;580
2688881;2024;NA;NA;;NA;;NA;NA;NA;5300108;Brasília;53;DF;0;0;0;0;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
1316029;2024;NA;NA;;NA;;NA;NA;NA;2918001;Jequié;29;BA;0;0;0;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA
194221;2024;35015702;3523909;Itu;35;SP;2;1;1;3523909;Itu;35;SP;1;1;1;1;521.2;575.2;591.9;618.7;0;1;160;180;160;200;160;860
1688844;2024;NA;NA;;NA;;NA;NA;NA;1503705;Itupiranga;15;PA;0;0;0;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA
1869255;2024;NA;NA;;NA;;NA;NA;NA;3170404;Unaí;31;MG;1;1;1;1;408;479.7;516.8;464;0;1;140;120;100;120;40;520
4228702;2024;43156525;4321600;Tramandaí;43;RS;2;1;1;4321600;Tramandaí;43;RS;1;1;1;1;536.8;407.1;416.1;473.1;0;1;120;140;120;120;20;520
2476338;2024;29044570;2907103;Carinhanha;29;BA;2;1;1;2907103;Carinhanha;29;BA;0;0;0;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA
756846;2024;NA;NA;;NA;;NA;NA;NA;3137601;Lagoa Santa;31;MG;1;1;1;1;480.2;558.9;540.2;425;0;1;120;120;120;140;60;560
2886238;2024;21286175;2111300;São Luís;21;MA;4;1;1;2111300;São Luís;21;MA;1;1;1;1;665;697.5;661.1;609.4;0;1;180;200;160;180;160;880
1609838;2024;52082202;5206206;Cristalina;52;GO;2;1;1;5206206;Cristalina;52;GO;1;1;1;1;398.8;532.3;533.1;526.7;0;1;160;180;180;200;200;920
2589090;2024;NA;NA;;NA;;NA;NA;NA;4309407;Guaporé;43;RS;1;1;1;1;466.2;620.9;590.3;486.1;0;1;120;160;160;180;120;740
3246437;2024;NA;NA;;NA;;NA;NA;NA;3556453;Vargem Grande Paulista;35;SP;1;1;1;1;530.5;610.7;602.8;633.5;0;1;160;160;140;140;120;720
2656061;2024;NA;NA;;NA;;NA;NA;NA;4316907;Santa Maria;43;RS;0;0;0;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA
4082290;2024;NA;NA;;NA;;NA;NA;NA;3106200;Belo Horizonte;31;MG;0;0;0;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA
1048982;2024;27004490;2701803;Carneiros;27;AL;2;1;1;2708402;São José da Tapera;27;AL;1;1;1;1;398.9;419.6;469.2;394.7;0;4;0;0;0;0;0;0
2504996;2024;NA;NA;;NA;;NA;NA;NA;3154606;Ribeirão das Neves;31;MG;0;0;0;0;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
4180542;2024;43121934;4316907;Santa Maria;43;RS;2;1;1;4316907;Santa Maria;43;RS;0;0;0;0;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
2674469;2024;15551415;1508100;Tucuruí;15;PA;2;1;1;1508100;Tucuruí;15;PA;1;1;1;1;374.1;383.7;464;506.6;0;1;100;80;60;80;40;360
2946614;2024;35462421;3531308;Monte Alto;35;SP;2;1;1;3531308;Monte Alto;35;SP;1;1;1;1;423.7;507.9;503.5;491.8;1;1;100;120;120;100;120;560
4166776;2024;31129585;3163805;São Miguel do Anta;31;MG;2;1;1;3171303;Viçosa;31;MG;1;1;1;1;468.6;410.1;418.8;389.9;1;1;120;80;80;100;80;460
1323904;2024;NA;NA;;NA;;NA;NA;NA;2211001;Teresina;22;PI;0;0;0;0;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
2990101;2024;42077850;4218806;Turvo;42;SC;2;1;1;4201406;Araranguá;42;SC;1;1;1;1;490;594.4;578.7;592.6;0;1;120;200;140;120;60;640
1391584;2024;31136727;3162500;São João del Rei;31;MG;4;1;1;3162500;São João del Rei;31;MG;1;1;1;1;557.9;552.5;557.6;633.4;0;1;160;200;180;180;200;920
4093987;2024;NA;NA;;NA;;NA;NA;NA;4305108;Caxias do Sul;43;RS;0;0;0;0;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
3640832;2024;NA;NA;;NA;;NA;NA;NA;2207009;Oeiras;22;PI;1;1;1;1;490.3;543.1;542;478.5;0;1;140;200;180;140;140;800
3233281;2024;52064824;5205109;Catalão;52;GO;2;1;1;5205109;Catalão;52;GO;0;0;0;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA
1534527;2024;NA;NA;;NA;;NA;NA;NA;4106902;Curitiba;41;PR;1;1;1;1;514.3;520.7;533.4;591.9;1;1;120;100;100;100;140;560
3353891;2024;17007488;1705508;Colinas do Tocantins;17;TO;2;1;1;1705508;Colinas do Tocantins;17;TO;1;1;1;1;414.1;424;436.9;401.5;1;1;80;120;100;100;0;400
2131056;2024;NA;NA;;NA;;NA;NA;NA;1504208;Marabá;15;PA;1;1;1;1;456.4;446.6;466.5;411.7;1;1;80;160;100;80;80;500
362447;2024;NA;NA;;NA;;NA;NA;NA;2916005;Itanhém;29;BA;1;1;1;1;422.3;525;521.2;509.8;0;1;120;200;120;140;160;740
3424772;2024;NA;NA;;NA;;NA;NA;NA;3143302;Montes Claros;31;MG;0;0;0;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA
2030826;2024;NA;NA;;NA;;NA;NA;NA;1702109;Araguaína;17;TO;0;0;0;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA
1319741;2024;NA;NA;;NA;;NA;NA;NA;4204202;Chapecó;42;SC;1;1;1;1;539.6;569.7;572.7;672.9;0;1;120;140;120;140;160;680
3361765;2024;35921324;3550308;São Paulo;35;SP;2;1;1;3550308;São Paulo;35;SP;1;1;1;1;471.6;526.8;531.9;568.5;0;1;140;160;120;140;100;660
3513994;2024;41068661;4127700;Toledo;41;PR;2;1;1;4127700;Toledo;41;PR;1;1;1;1;441;449.4;466.8;459.8;1;1;100;120;100;120;100;540
215870;2024;NA;NA;;NA;;NA;NA;NA;2610608;Paudalho;26;PE;1;1;1;1;418.3;508.4;452.3;426.2;1;1;100;80;40;80;0;300
3711082;2024;NA;NA;;NA;;NA;NA;NA;1100205;Porto Velho;11;RO;0;0;0;0;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
3621302;2024;35042171;3541000;Praia Grande;35;SP;2;1;1;3541000;Praia Grande;35;SP;0;0;0;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA
1063066;2024;33102210;3304557;Rio de Janeiro;33;RJ;2;1;1;3304557;Rio de Janeiro;33;RJ;0;1;1;0;NA;423.4;526.7;NA;1;1;120;120;100;120;40;500
1232184;2024;NA;NA;;NA;;NA;NA;NA;3113404;Caratinga;31;MG;1;1;1;1;511.5;511.5;541.4;548.2;1;1;140;200;160;160;200;860
2934494;2024;15577406;1504208;Marabá;15;PA;2;1;1;1504208;Marabá;15;PA;0;0;0;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA
2999934;2024;15041387;1501402;Belém;15;PA;2;1;1;1501402;Belém;15;PA;1;1;1;1;532.4;440.7;474.3;515;1;1;100;140;140;140;80;600
1552749;2024;35135227;3505708;Barueri;35;SP;4;1;1;3547304;Santana de Parnaíba;35;SP;1;1;1;1;544.6;560.6;582.8;576.1;0;1;120;120;120;120;160;640
3298779;2024;NA;NA;;NA;;NA;NA;NA;2503704;Cajazeiras;25;PB;1;1;1;1;420.2;303.3;503;626.6;1;1;160;200;120;160;200;840
1178439;2024;NA;NA;;NA;;NA;NA;NA;2609600;Olinda;26;PE;1;1;1;1;489.5;580.6;557.6;488.3;0;1;120;120;120;120;120;600
588954;2024;NA;NA;;NA;;NA;NA;NA;5218508;Quirinópolis;52;GO;1;1;1;1;476.1;591.9;564.3;575.7;0;1;160;160;140;200;180;840
2086879;2024;NA;NA;;NA;;NA;NA;NA;2604106;Caruaru;26;PE;1;1;1;1;480.5;393.9;440.9;377.5;1;1;120;140;100;80;60;500
1374400;2024;NA;NA;;NA;;NA;NA;NA;5300108;Brasília;53;DF;1;1;1;1;498.9;511.8;567.7;631;0;1;120;120;120;120;100;580
3867475;2024;NA;NA;;NA;;NA;NA;NA;4303004;Cachoeira do Sul;43;RS;0;0;0;0;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
961402;2024;NA;NA;;NA;;NA;NA;NA;3162807;São João Evangelista;31;MG;1;1;1;1;612.9;633.8;584.2;674.2;1;1;160;200;180;200;200;940
3247635;2024;35027728;3535002;Palestina;35;SP;2;1;1;3549805;São José do Rio Preto;35;SP;0;1;1;0;NA;454.4;473.8;NA;1;1;120;160;140;120;100;640
4111112;2024;NA;NA;;NA;;NA;NA;NA;4303103;Cachoeirinha;43;RS;0;0;0;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA
1571046;2024;NA;NA;;NA;;NA;NA;NA;3502705;Apiaí;35;SP;0;0;0;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA
1477034;2024;NA;NA;;NA;;NA;NA;NA;5300108;Brasília;53;DF;0;0;0;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA
3985542;2024;33098786;3301900;Itaboraí;33;RJ;2;1;1;3301900;Itaboraí;33;RJ;0;0;0;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA
3834549;2024;NA;NA;;NA;;NA;NA;NA;3169307;Três Corações;31;MG;0;0;0;0;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
2885213;2024;29313325;2931608;Teolândia;29;BA;2;1;1;2911204;Gandu;29;BA;1;1;1;1;352.3;417.5;434.7;588.8;1;1;120;160;100;120;80;580
3454342;2024;35909221;3510609;Carapicuíba;35;SP;2;1;1;3510609;Carapicuíba;35;SP;1;1;1;1;407.8;486.4;482.9;389.4;1;1;120;120;120;120;100;580
3145303;2024;NA;NA;;NA;;NA;NA;NA;2910800;Feira de Santana;29;BA;1;1;1;1;600;591.2;575.4;703.5;0;1;120;100;60;80;0;360
248888;2024;NA;NA;;NA;;NA;NA;NA;3136306;João Pinheiro;31;MG;1;1;1;1;439;504;508;452.9;0;1;120;160;120;120;80;600
83256;2024;15169928;1500800;Ananindeua;15;PA;4;1;1;1500800;Ananindeua;15;PA;1;1;1;1;467.1;617.2;584.6;656.9;0;1;100;140;120;120;100;580
1420062;2024;NA;NA;;NA;;NA;NA;NA;3522505;Itapevi;35;SP;0;0;0;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA
619130;2024;NA;NA;;NA;;NA;NA;NA;2312908;Sobral;23;CE;1;1;1;1;643.3;645.3;581.8;540.8;0;1;120;120;80;120;80;520
3740626;2024;NA;NA;;NA;;NA;NA;NA;1200351;Marechal Thaumaturgo;12;AC;0;0;0;0;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
3511697;2024;NA;NA;;NA;;NA;NA;NA;2109007;Porto Franco;21;MA;1;1;1;1;515.6;455.8;517.3;469.1;0;1;120;160;120;120;80;600
493233;2024;NA;NA;;NA;;NA;NA;NA;3305109;São João de Meriti;33;RJ;0;0;0;0;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
402016;2024;NA;NA;;NA;;NA;NA;NA;3549904;São José dos Campos;35;SP;0;0;0;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA
1497811;2024;41138457;4125506;São José dos Pinhais;41;PR;2;1;1;4125506;São José dos Pinhais;41;PR;1;1;1;1;371.8;396.6;509.4;388.4;0;1;120;140;120;100;100;580
1263151;2024;NA;NA;;NA;;NA;NA;NA;5300108;Brasília;53;DF;0;0;0;0;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
592412;2024;NA;NA;;NA;;NA;NA;NA;3550308;São Paulo;35;SP;1;1;1;1;428.7;585.2;576.3;615.7;0;1;140;120;160;160;160;740
635518;2024;NA;NA;;NA;;NA;NA;NA;2302107;Baturité;23;CE;1;1;1;1;509.2;563;580.3;445.6;0;1;100;180;120;120;160;680
2948130;2024;NA;NA;;NA;;NA;NA;NA;5208707;Goiânia;52;GO;0;1;1;0;NA;419.7;561.2;NA;0;1;120;160;120;120;0;520
353482;2024;NA;NA;;NA;;NA;NA;NA;4211900;Palhoça;42;SC;0;0;0;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA
3769295;2024;NA;NA;;NA;;NA;NA;NA;3205002;Serra;32;ES;0;0;0;0;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
4288175;2024;NA;NA;;NA;;NA;NA;NA;4314407;Pelotas;43;RS;0;0;0;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA
2551625;2024;NA;NA;;NA;;NA;NA;NA;2604106;Caruaru;26;PE;0;0;0;0;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
2648203;2024;35990012;3550308;São Paulo;35;SP;1;1;1;3548708;São Bernardo do Campo;35;SP;1;1;1;1;531.5;546.7;541.1;659.1;0;1;120;160;140;140;180;740
1309516;2024;NA;NA;;NA;;NA;NA;NA;1716505;Pedro Afonso;17;TO;1;1;1;1;416.4;346;382.1;421.1;1;1;80;200;120;120;0;520
4055050;2024;NA;NA;;NA;;NA;NA;NA;2709301;União dos Palmares;27;AL;0;0;0;0;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
939278;2024;26020955;2613909;Serra Talhada;26;PE;2;1;1;2613909;Serra Talhada;26;PE;1;1;1;1;435.8;425.8;384.4;413.9;1;1;40;80;60;60;60;300
3257564;2024;NA;NA;;NA;;NA;NA;NA;1721000;Palmas;17;TO;0;0;0;0;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
3109493;2024;NA;NA;;NA;;NA;NA;NA;2507507;João Pessoa;25;PB;1;1;1;1;638;632.7;587.6;607.3;0;1;160;200;160;200;180;900
3811673;2024;NA;NA;;NA;;NA;NA;NA;2921203;Miguel Calmon;29;BA;1;1;1;1;538.3;507.6;558;531.7;0;1;120;140;100;140;140;640
1545760;2024;33052530;3302270;Japeri;33;RJ;2;1;1;3302270;Japeri;33;RJ;1;1;1;1;453.2;309.6;461.2;402.1;1;1;120;140;120;120;100;600
2359174;2024;35008771;3548708;São Bernardo do Campo;35;SP;2;1;1;3548708;São Bernardo do Campo;35;SP;0;0;0;0;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
1351301;2024;NA;NA;;NA;;NA;NA;NA;2603900;Carnaíba;26;PE;1;1;1;1;491.8;430.4;539.8;488.9;1;1;100;120;60;80;0;360
2113021;2024;21275092;2106607;Matões;21;MA;2;2;1;2107803;Parnarama;21;MA;1;1;1;1;421;573;581;519.9;0;1;160;200;120;200;140;820
2229183;2024;NA;NA;;NA;;NA;NA;NA;2927408;Salvador;29;BA;0;1;1;0;NA;545.5;541.5;NA;1;1;120;120;120;120;160;640
2314973;2024;41407423;4108304;Foz do Iguaçu;41;PR;4;1;1;4108304;Foz do Iguaçu;41;PR;1;1;1;1;542.7;507.2;409.3;560.8;0;1;140;180;120;140;140;720
2107854;2024;NA;NA;;NA;;NA;NA;NA;1503606;Itaituba;15;PA;1;1;1;1;401;508.2;488.1;428.8;0;1;80;140;80;80;80;460
2094576;2024;NA;NA;;NA;;NA;NA;NA;1504208;Marabá;15;PA;0;0;0;0;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
977966;2024;35290634;3504107;Atibaia;35;SP;2;1;1;3504107;Atibaia;35;SP;1;1;1;1;580.2;604.4;602;664.8;0;1;120;200;120;160;200;800
1986202;2024;NA;NA;;NA;;NA;NA;NA;2911709;Guanambi;29;BA;1;1;1;1;490.5;446.5;506.7;518.4;0;1;120;160;120;140;80;620
2445119;2024;15108023;1501402;Belém;15;PA;4;1;1;1501402;Belém;15;PA;1;1;1;1;604.1;579.1;512.2;721.1;0;1;160;200;160;200;200;920
660527;2024;13080547;1302603;Manaus;13;AM;2;1;1;1302603;Manaus;13;AM;1;1;1;1;416.4;534.7;524.6;475.7;0;1;140;160;120;140;160;720
1718315;2024;NA;NA;;NA;;NA;NA;NA;2903201;Barreiras;29;BA;1;1;1;1;535.3;575.6;592.9;682;1;1;140;180;160;200;200;880
4208121;2024;NA;NA;;NA;;NA;NA;NA;4303905;Campo Bom;43;RS;0;0;0;0;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
4092102;2024;NA;NA;;NA;;NA;NA;NA;3157807;Santa Luzia;31;MG;0;0;0;0;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
3222136;2024;NA;NA;;NA;;NA;NA;NA;5300108;Brasília;53;DF;0;0;0;0;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
59538;2024;27045234;2706703;Penedo;27;AL;2;1;1;2706703;Penedo;27;AL;1;1;1;1;448.8;507.2;569.9;490;0;1;120;180;120;120;140;680
1796347;2024;31096938;3113305;Carangola;31;MG;2;1;1;3113305;Carangola;31;MG;1;1;1;1;462.6;381.8;509.4;390.8;1;1;120;180;140;120;120;680
3211177;2024;NA;NA;;NA;;NA;NA;NA;2111300;São Luís;21;MA;0;0;0;0;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
111739;2024;NA;NA;;NA;;NA;NA;NA;4310207;Ijuí;43;RS;0;0;0;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA
554800;2024;NA;NA;;NA;;NA;NA;NA;3306008;Três Rios;33;RJ;1;1;1;1;525.3;518.8;565;562.7;1;1;120;180;160;160;80;700
3894579;2024;NA;NA;;NA;;NA;NA;NA;3201506;Colatina;32;ES;1;1;1;1;461.6;456.2;480.8;433.3;1;1;80;120;100;100;40;440
174573;2024;NA;NA;;NA;;NA;NA;NA;3301702;Duque de Caxias;33;RJ;0;1;1;0;NA;309.5;492.6;NA;1;1;120;160;120;120;120;640
4081052;2024;NA;NA;;NA;;NA;NA;NA;2306306;Itapajé;23;CE;0;0;0;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA
2726208;2024;NA;NA;;NA;;NA;NA;NA;4314407;Pelotas;43;RS;1;1;1;1;507.6;512.5;507.8;477.9;0;1;120;140;120;120;100;600
2193819;2024;NA;NA;;NA;;NA;NA;NA;2512507;Queimadas;25;PB;0;0;0;0;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
3335344;2024;NA;NA;;NA;;NA;NA;NA;2611606;Recife;26;PE;0;1;1;0;NA;365.1;469.7;NA;0;1;100;180;160;120;180;740
2961225;2024;NA;NA;;NA;;NA;NA;NA;3152501;Pouso Alegre;31;MG;1;1;1;1;576.8;644.4;674.5;727.4;0;1;160;200;160;140;200;860
3624157;2024;52103137;5208707;Goiânia;52;GO;4;1;1;5208707;Goiânia;52;GO;1;1;1;1;567.2;571.8;526.4;496.5;0;1;140;180;160;180;200;860
1646271;2024;NA;NA;;NA;;NA;NA;NA;4314100;Passo Fundo;43;RS;0;0;0;0;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
4046789;2024;NA;NA;;NA;;NA;NA;NA;4106902;Curitiba;41;PR;0;0;0;0;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
2263854;2024;NA;NA;;NA;;NA;NA;NA;1501402;Belém;15;PA;1;1;1;1;551.4;635.5;594;575.2;1;1;100;120;100;100;40;460
828828;2024;NA;NA;;NA;;NA;NA;NA;3304706;Santo Antônio de Pádua;33;RJ;1;1;1;1;475.2;304;459.2;438.9;1;1;140;200;140;120;120;720
2819982;2024;NA;NA;;NA;;NA;NA;NA;3131307;Ipatinga;31;MG;1;1;1;1;562.4;613.4;558.3;546.5;0;1;160;120;160;140;0;580
2413872;2024;35566585;3544103;Rio Grande da Serra;35;SP;2;1;1;3544103;Rio Grande da Serra;35;SP;1;1;1;1;487.4;519.7;529.3;632.7;0;1;120;160;100;140;180;700
2603988;2024;NA;NA;;NA;;NA;NA;NA;2907103;Carinhanha;29;BA;1;1;1;1;435.9;467;400.3;421;1;1;100;120;100;120;140;580
3848784;2024;NA;NA;;NA;;NA;NA;NA;5103403;Cuiabá;51;MT;0;0;0;0;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
3741621;2024;NA;NA;;NA;;NA;NA;NA;2602902;Cabo de Santo Agostinho;26;PE;0;0;0;0;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
1176304;2024;21010102;2111300;São Luís;21;MA;2;1;1;2111300;São Luís;21;MA;1;1;1;1;534.8;549.7;529.8;398.9;1;1;140;160;140;200;180;820
2213275;2024;NA;NA;;NA;;NA;NA;NA;2706703;Penedo;27;AL;0;0;0;0;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
1889105;2024;15040364;1501402;Belém;15;PA;2;1;1;1501402;Belém;15;PA;1;1;1;1;531.8;503.6;482.2;428;0;1;160;180;140;160;140;780
3620505;2024;NA;NA;;NA;;NA;NA;NA;3304557;Rio de Janeiro;33;RJ;1;1;1;1;545.3;686;571.7;659;0;1;120;80;80;120;40;440
1808760;2024;NA;NA;;NA;;NA;NA;NA;1501402;Belém;15;PA;1;1;1;1;460.7;446.6;519.7;423.2;0;1;160;140;140;120;80;640
2560747;2024;35907224;3502804;Araçatuba;35;SP;2;1;1;3502804;Araçatuba;35;SP;1;1;1;1;566.4;579.5;578.9;425.2;0;1;100;160;120;140;160;680
59655;2024;35001016;3550308;São Paulo;35;SP;2;1;1;3550308;São Paulo;35;SP;1;1;1;1;479.5;606.6;565.8;564.5;0;1;120;120;120;140;60;560
3952357;2024;NA;NA;;NA;;NA;NA;NA;5002704;Campo Grande;50;MS;0;0;0;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA
2813271;2024;NA;NA;;NA;;NA;NA;NA;1302603;Manaus;13;AM;0;0;0;0;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
880924;2024;NA;NA;;NA;;NA;NA;NA;1504422;Marituba;15;PA;1;1;1;1;493.9;355.6;545.7;588.7;1;1;120;160;160;180;200;820
854310;2024;NA;NA;;NA;;NA;NA;NA;5221403;Trindade;52;GO;1;1;1;1;533.2;655.1;566.1;716.4;1;1;120;200;160;160;180;820
3803513;2024;NA;NA;;NA;;NA;NA;NA;2403251;Parnamirim;24;RN;0;0;0;0;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
339215;2024;NA;NA;;NA;;NA;NA;NA;3550308;São Paulo;35;SP;0;1;1;0;NA;336.1;500.6;NA;1;1;80;120;100;80;0;380
499679;2024;NA;NA;;NA;;NA;NA;NA;3550308;São Paulo;35;SP;1;1;1;1;610.6;562.5;588.8;659.7;0;1;160;160;120;160;160;760
1209867;2024;NA;NA;;NA;;NA;NA;NA;2905701;Camaçari;29;BA;1;1;1;1;398.8;481;467.7;462.4;0;1;100;140;140;160;180;720
969560;2024;NA;NA;;NA;;NA;NA;NA;3515103;Embu-Guaçu;35;SP;1;1;1;1;471.3;624.4;586.8;436.3;1;1;100;120;120;100;80;520
880690;2024;NA;NA;;NA;;NA;NA;NA;2507507;João Pessoa;25;PB;1;1;1;1;622.5;643.9;553;782.3;0;1;120;160;120;140;140;680
2282850;2024;NA;NA;;NA;;NA;NA;NA;3304300;Rio Bonito;33;RJ;1;1;1;1;502.2;472.4;467.9;392.1;0;1;140;120;120;120;80;580
992788;2024;NA;NA;;NA;;NA;NA;NA;2910057;Dias d'Ávila;29;BA;1;1;1;1;397.1;546.7;531.7;452;0;1;120;120;80;100;0;420
3979930;2024;NA;NA;;NA;;NA;NA;NA;4302105;Bento Gonçalves;43;RS;0;0;0;0;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
813513;2024;NA;NA;;NA;;NA;NA;NA;2905206;Caetité;29;BA;0;0;0;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA
942750;2024;35456412;3504503;Avaré;35;SP;1;1;1;3504503;Avaré;35;SP;1;1;1;1;552.4;625.5;619.6;590.5;0;1;160;100;160;160;140;720
2262124;2024;NA;NA;;NA;;NA;NA;NA;2515104;São Sebastião de Lagoa de Roça;25;PB;1;1;1;1;356.9;387.8;395.9;406.6;1;1;120;120;80;120;0;440
1630886;2024;NA;NA;;NA;;NA;NA;NA;2211001;Teresina;22;PI;1;1;1;1;465.4;515.7;489.9;536.3;1;1;160;160;120;160;160;760
2857354;2024;NA;NA;;NA;;NA;NA;NA;4314605;Piratini;43;RS;0;0;0;0;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
327995;2024;52069060;5210406;Itaberaí;52;GO;2;1;1;5210406;Itaberaí;52;GO;1;1;1;1;503.5;551;564.6;515;0;1;160;180;200;200;200;940
1573281;2024;31023698;3121001;Datas;31;MG;2;1;1;3121605;Diamantina;31;MG;1;1;1;1;466.9;386.7;448.6;490.3;0;1;100;120;80;140;0;440
1613451;2024;NA;NA;;NA;;NA;NA;NA;2930709;Simões Filho;29;BA;0;0;0;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA
163372;2024;32052103;3201209;Cachoeiro de Itapemirim;32;ES;2;1;1;3201209;Cachoeiro de Itapemirim;32;ES;1;1;1;1;402;448.6;534.8;603.3;0;1;120;160;120;120;120;640
2726748;2024;NA;NA;;NA;;NA;NA;NA;1501402;Belém;15;PA;0;0;0;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA
1557000;2024;NA;NA;;NA;;NA;NA;NA;1721000;Palmas;17;TO;0;0;0;0;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
2848554;2024;NA;NA;;NA;;NA;NA;NA;2111300;São Luís;21;MA;1;1;1;1;406.9;527.5;540.2;542.6;0;1;160;160;160;160;120;760
974964;2024;35141409;3524303;Jaboticabal;35;SP;4;1;1;3524303;Jaboticabal;35;SP;1;1;1;1;428.1;521.1;495.5;549.7;0;1;140;180;120;140;140;720
425595;2024;NA;NA;;NA;;NA;NA;NA;1600303;Macapá;16;AP;1;1;1;1;470.3;448.7;552.1;596.1;0;1;160;160;160;180;180;840
11064;2024;NA;NA;;NA;;NA;NA;NA;2201200;Barras;22;PI;1;1;1;1;487.5;468.1;515.8;586.1;1;1;160;200;180;160;180;880
1475521;2024;35925559;3518800;Guarulhos;35;SP;2;1;1;3518800;Guarulhos;35;SP;1;1;1;1;448.2;509.4;565.4;472.6;0;1;120;100;100;80;80;480
1715220;2024;NA;NA;;NA;;NA;NA;NA;2203909;Floriano;22;PI;1;1;1;1;386.2;453;482.8;393.2;1;9;0;0;0;0;0;0
